system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_lag1,3_NDMI_lag1,3_NDVI_lag1,3_SR_B4_lag1,3_SR_B5_lag1,3_SR_B6_lag1,3_SR_B7_lag1,class,latitude,longitude,.geo
1_4943_0,-0.010027823,0.34691975,-0.008730212,0.22093213,-0.014254947,0.40111223,28.0,8023.0,-585.5,18770.0,-148.5,11977.0,-71.5,9101.0,0.0031646646,0.36011222,-0.0020857127,0.22757663,0.0032578064,0.418625,150.5,8145.5,520.5,19876.0,381.0,12506.5,178.5,9351.0,-0.0069607724,0.3499868,-0.011831585,0.21783075,-0.0075447173,0.40782246,63.5,8058.5,-197.5,19158.0,179.0,12304.5,52.0,9224.5,0.35694757,0.22966233,0.4153672,7995.0,19355.5,12125.5,9172.5,1,-4.2204199520861305,-50.25764095875702,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4944_0,-0.004146552,0.3295029,-0.0017851066,0.20059584,-0.011403553,0.37436053,60.5,8163.5,-348.0,17933.0,-186.5,11940.5,-90.0,9044.0,-0.019291267,0.3143582,-0.01785137,0.18452959,-0.027526096,0.358238,-24.5,8078.5,-1183.5,17097.5,-356.5,11770.5,-215.0,8919.0,0.0012895772,0.33493903,0.0035832557,0.20596421,-0.013599666,0.37216443,75.5,8178.5,-406.5,17874.5,-358.0,11769.0,-229.0,8905.0,0.33364946,0.20238096,0.3857641,8103.0,18281.0,12127.0,9134.0,1,-7.3082889097185735,-64.67371480677869,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4945_0,-9.772065E-4,0.36922714,0.0016161186,0.22342362,0.0011466043,0.4400722,-197.0,7908.0,-447.5,20338.5,-329.0,12910.0,-184.5,9369.5,-0.0049458793,0.36525849,-0.005566729,0.21624076,-0.010709731,0.4282159,-64.0,8041.0,-701.0,20085.0,-296.0,12943.0,-216.0,9338.0,-0.007773485,0.36243087,-0.0046025533,0.21720494,-0.018571327,0.42035428,239.0,8344.0,-340.0,20446.0,-90.0,13149.0,14.0,9568.0,0.37020436,0.2218075,0.43892562,8105.0,20786.0,13239.0,9554.0,1,-6.201205153569675,-53.10646821928526,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4946_0,-0.032510184,0.35721946,-0.034879882,0.21599951,-0.03300071,0.42079225,137.5,8254.0,-1356.0,20247.0,116.5,13054.0,102.5,9589.0,-0.011424817,0.37830484,-0.010763334,0.24011607,-0.015475699,0.43831727,-105.5,8011.0,-1089.0,20514.0,-367.5,12570.0,-233.5,9253.0,-0.033105362,0.35662428,-0.033916153,0.21696325,-0.03901317,0.41477978,115.5,8232.0,-1702.0,19901.0,-132.5,12805.0,-48.5,9438.0,0.38972965,0.2508794,0.45379296,8116.5,21603.0,12937.5,9486.5,1,-14.782721231235053,-62.2506889909231,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4947_0,-0.0022899292,0.37235835,-3.6822536E-4,0.23830713,-0.011946157,0.41266266,124.5,8214.5,-272.5,19757.5,-158.0,12153.0,-76.0,9036.0,-0.00924266,0.36540562,-0.0029427067,0.23573266,-0.024582475,0.40002635,1020.0,9110.0,1228.0,21258.0,836.5,13147.5,768.0,9880.0,0.0057789697,0.38042724,0.004291067,0.24296643,-0.0030167333,0.4215921,8.0,8098.0,-127.0,19903.0,-189.0,12122.0,-179.0,8933.0,0.37464827,0.23867537,0.42460883,8090.0,20030.0,12311.0,9112.0,1,-3.5043728391144597,-58.64646840797876,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4948_0,-0.020426624,0.31220928,-0.019086594,0.18864712,-0.030381992,0.36704788,473.5,8163.5,-202.5,17631.5,336.0,12035.0,310.5,9241.5,0.00401488,0.3366508,-0.0032431989,0.20449053,-0.0045937416,0.39283612,565.0,8255.0,1103.0,18937.0,808.0,12507.0,467.0,9398.0,-0.0047643483,0.32787156,-0.018019943,0.18971378,-0.014558766,0.3828711,393.0,8083.0,278.5,18112.5,637.0,12336.0,237.0,9168.0,0.3326359,0.20773372,0.39742988,7690.0,17834.0,11699.0,8931.0,1,-3.1871777122918568,-51.22485702516851,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4949_0,0.039649684,0.32576004,0.035093684,0.20436378,0.058851514,0.39213088,-209.0,8026.0,1913.0,18381.0,443.0,12143.0,207.0,9348.0,0.015356028,0.30146638,0.013072933,0.18234302,0.015654897,0.34893426,-278.0,7957.0,18.0,16486.0,-299.0,11401.0,-292.5,8848.5,0.020815806,0.30692616,0.005134954,0.17440505,0.030204995,0.36348435,-241.0,7994.0,656.0,17124.0,338.0,12038.0,-60.0,9081.0,0.28611034,0.1692701,0.33327937,8235.0,16468.0,11700.0,9141.0,1,-11.194939817990095,-73.21777113709628,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4950_0,0.011749691,0.3317642,0.025289154,0.19192378,0.009754303,0.38960573,-103.5,8077.5,186.0,18389.0,-536.0,12467.0,-150.0,9227.0,0.016848717,0.33686322,0.033079956,0.19971457,0.013383725,0.39323515,-126.5,8054.5,291.5,18494.5,-666.0,12337.0,-203.0,9174.0,-0.011227397,0.3087871,0.0051400526,0.17177467,-0.012294401,0.36755702,5.5,8186.5,-501.0,17702.0,-491.0,12512.0,-28.0,9349.0,0.3200145,0.16663462,0.37985143,8181.0,18203.0,13003.0,9377.0,1,-14.936063650234255,-60.73747689482377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4951_0,0.01605429,0.36718246,0.020864235,0.2433304,0.021073416,0.41272485,-220.5,7933.5,431.5,19084.5,-249.5,11614.5,-124.5,8833.5,0.021113364,0.37224153,0.02115944,0.24362561,0.02631975,0.4179712,-216.0,7938.0,686.0,19339.0,-102.0,11762.0,-111.0,8847.0,0.028939452,0.38006762,0.024188114,0.24665429,0.026633298,0.41828474,-35.0,8119.0,1142.0,19795.0,98.0,11962.0,-66.0,8892.0,0.35112816,0.22246617,0.39165142,8154.0,18653.0,11864.0,8958.0,1,-10.778301189215462,-57.00767183515951,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4952_0,-0.0130535485,0.37811583,-0.013058401,0.23566578,-0.014711326,0.43658394,-96.0,8207.0,-1035.0,20926.0,-268.5,12944.0,-168.0,9443.0,-0.010151421,0.38101798,-0.018372033,0.23035215,-0.004638109,0.44665715,-57.5,8245.5,-404.0,21557.0,272.5,13485.0,51.0,9662.0,0.009327014,0.4004964,9.0671E-4,0.2496309,0.006297048,0.4575923,-114.0,8189.0,45.0,22006.0,1.5,13214.0,-191.0,9420.0,0.3911694,0.24872418,0.45129526,8303.0,21961.0,13212.5,9611.0,1,-2.9529869177218973,-52.14868446335702,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4953_0,0.024927996,0.355779,0.030441958,0.2260899,0.014724216,0.3951802,-4.0,8257.0,640.0,19047.0,-360.5,12022.5,-204.5,9050.5,0.027545443,0.35839644,0.023569671,0.21921761,0.020214252,0.40067023,10.5,8271.5,924.0,19331.0,-3.5,12379.5,-124.5,9130.5,0.026393844,0.35724482,0.0269218,0.22256973,0.01901699,0.39947298,0.0,8261.0,844.5,19251.5,-141.0,12242.0,-138.0,9117.0,0.330851,0.19564794,0.38045597,8261.0,18407.0,12383.0,9255.0,1,-6.798135659867097,-59.94731877091224,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4954_0,0.021201162,0.3111815,0.021192681,0.1876501,0.032737676,0.3652433,194.5,7990.0,1623.0,17185.0,634.0,11754.5,462.5,9028.0,0.025937432,0.31591776,0.015914444,0.18237185,0.03922691,0.37173253,118.0,7913.5,1716.0,17278.0,827.5,11948.0,416.5,8982.0,-0.008665986,0.2813143,-0.0032313166,0.1632261,0.0056496058,0.3381552,440.0,8235.5,1089.0,16651.0,857.5,11978.0,774.0,9339.5,0.28998032,0.16645741,0.3325056,7795.5,15562.0,11120.5,8565.5,1,0.7878674199370264,-74.92987023709968,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4955_0,0.007052909,0.3083839,-0.00437235,0.17005025,0.014596604,0.36819836,-95.0,8064.0,377.5,17463.0,376.5,12387.0,58.0,9231.0,0.010321623,0.31165263,0.001246195,0.17566879,0.02038103,0.37398282,-4.5,8154.5,812.0,17897.5,538.5,12549.0,219.5,9392.5,-0.009313948,0.29201704,-0.015744915,0.15867768,-0.0066580973,0.34694368,-2.0,8157.0,-261.5,16824.0,205.5,12216.0,46.0,9219.0,0.30133098,0.1744226,0.35360178,8159.0,17085.5,12010.5,9173.0,1,-10.561358048100598,-68.26526914421694,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4956_0,0.0028355173,0.33005032,0.009954223,0.19819938,-0.0085753985,0.38418058,132.0,8171.0,-72.0,18366.0,-306.0,12290.0,-95.5,9251.0,0.014991764,0.34220657,0.015978811,0.20422396,-9.4577955E-4,0.3918102,-41.0,7998.0,-135.0,18303.0,-501.0,12095.0,-376.5,8970.0,0.010114167,0.33732897,0.013364004,0.20160915,0.0054275705,0.39818355,28.5,8067.5,305.0,18743.0,-142.5,12453.5,-59.0,9287.5,0.3272148,0.18824515,0.392756,8039.0,18438.0,12596.0,9346.5,1,-11.252611659230569,-55.02607814992027,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4957_0,0.06426844,0.26269248,0.061926972,0.13627166,0.039335795,0.32490802,-181.0,8440.0,1051.0,16564.0,-775.0,12591.0,-704.0,9672.0,0.0653275,0.26375154,0.063405275,0.13774996,0.04467093,0.33024314,-385.0,8236.0,845.0,16358.0,-969.0,12397.0,-846.0,9530.0,0.098245986,0.29667002,0.09326709,0.16761178,0.07331075,0.35888296,-436.5,8184.5,1834.5,17347.5,-999.0,12367.0,-966.5,9409.5,0.19842404,0.07434468,0.28557223,8621.0,15513.0,13366.0,10376.0,1,-10.96506093678391,-50.344687709788204,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4958_0,0.0050327056,0.30984223,-0.003922278,0.18144546,0.009845251,0.36349595,100.5,8138.5,600.0,17434.0,510.0,12079.0,217.0,9186.0,0.013772272,0.3185818,-0.01063753,0.17473021,0.014235643,0.36788633,237.0,8275.0,1073.0,17907.0,1011.0,12580.0,285.0,9254.0,-0.003870296,0.30093923,-0.0038796035,0.18148814,-0.0116160195,0.34203467,179.0,8217.0,-74.0,16760.0,42.0,11611.0,37.0,9006.0,0.3048095,0.18536775,0.3536507,8038.0,16834.0,11569.0,8969.0,1,-9.23760064542207,-60.479840071338295,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4959_0,-0.0027386271,0.35258457,0.002680229,0.21965271,-0.0037848859,0.3965107,-470.5,8051.0,-1267.0,18630.5,-882.5,11920.0,-547.0,8917.5,-0.008551348,0.34677187,-0.007154532,0.20981795,-0.013937867,0.3863577,-285.5,8236.0,-1290.5,18607.0,-649.5,12153.0,-439.5,9025.0,-0.0129740415,0.34234917,-0.011791969,0.20518051,-0.018222207,0.38207337,-200.5,8321.0,-1286.5,18611.0,-528.5,12274.0,-346.5,9118.0,0.3553232,0.21697247,0.4002956,8521.5,19897.5,12802.5,9464.5,1,-5.7347100265264075,-63.14918393809945,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4960_0,-0.006439434,0.3699462,0.00246127,0.23198386,1.9489531E-5,0.43760607,-102.5,8119.0,-261.0,20754.0,-231.0,12938.0,23.5,9545.0,-0.00843132,0.3679543,0.0028575042,0.23238009,-0.010276891,0.4273097,-51.5,8170.0,-653.0,20362.0,-486.0,12683.0,-113.5,9408.0,0.0028930667,0.3792787,0.008851477,0.23837405,0.0032405073,0.44082707,-54.5,8167.0,29.0,21044.0,-226.5,12942.5,-51.0,9470.5,0.37638563,0.22952259,0.43758658,8221.5,21015.0,13169.0,9521.5,1,-10.257368155954552,-56.127772014364446,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4961_0,0.007931553,0.34201455,0.015295936,0.21841936,0.007911805,0.38074216,-99.0,8031.0,110.5,17906.5,-300.5,11486.5,-103.5,8779.5,-0.0048681754,0.3292148,-0.0038803397,0.19924307,-0.006035602,0.36679476,-56.0,8074.0,-368.0,17428.0,-150.0,11637.0,-88.0,8795.0,-0.013164302,0.32091868,-0.0045034057,0.19862,-0.018333009,0.35449734,-17.0,8113.0,-772.0,17024.0,-405.0,11382.0,-131.0,8752.0,0.334083,0.20312342,0.37283036,8130.0,17796.0,11787.0,8883.0,1,-4.9127515415570455,-62.30566588631122,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4962_0,-0.020186199,0.34390536,-0.016182765,0.19765863,-0.02977032,0.39835373,-433.0,7967.0,-2460.0,18517.0,-1181.0,12405.0,-739.0,9040.0,-0.035417646,0.32867393,-0.023081133,0.19076025,-0.04428488,0.38383916,-401.0,7999.0,-3012.0,17965.0,-1377.0,12209.0,-702.0,9077.0,-0.032702144,0.33138943,-0.04094817,0.17289323,-0.036263045,0.391861,-420.0,7980.0,-2713.0,18264.0,-706.5,12879.5,-607.0,9172.0,0.36409155,0.2138414,0.42812404,8400.0,20977.0,13586.0,9779.0,1,-9.183162739204427,-67.78314333123001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4963_0,0.05630937,0.27669203,0.05540448,0.14362288,0.05510639,0.33287948,-232.5,8329.5,1494.0,16642.0,-230.0,12462.0,-248.5,9428.5,0.043043733,0.26342642,0.041598596,0.12981698,0.042845674,0.32061878,-217.5,8344.5,1072.5,16220.5,-199.0,12493.0,-220.5,9456.5,0.016198957,0.23658164,0.0047792266,0.09299762,0.016726108,0.2944992,-187.0,8375.0,219.0,15367.0,60.0,12752.0,-190.0,9487.0,0.22038268,0.08821839,0.27777308,8562.0,15148.0,12692.0,9677.0,1,-13.394824117270392,-58.125265880132616,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4964_0,-0.08170691,0.2852749,-0.050562404,0.15878847,-0.040331487,0.38709235,473.5,8955.5,-878.0,20267.5,888.5,14713.0,1478.5,11270.5,-0.016822835,0.350159,-0.016898042,0.19245283,-0.011958031,0.4154658,-65.0,8417.0,-763.5,20382.0,-21.5,13803.0,18.0,9810.0,-0.03280172,0.3341801,-0.030879874,0.178471,-0.023222458,0.4042014,97.5,8579.5,-925.0,20220.5,271.5,14096.0,299.0,10091.0,0.3669818,0.20935087,0.42742383,8482.0,21145.5,13824.5,9792.0,1,-7.5222676103958435,-73.03424532455067,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4965_0,-0.008276336,0.32609174,-0.010469054,0.18981017,-0.0036981709,0.37948513,90.0,8141.0,44.5,18098.5,295.0,12324.0,191.5,9197.5,0.009011677,0.34337974,0.008260735,0.20853996,0.009860761,0.39304405,125.0,8176.0,711.0,18765.0,260.0,12289.0,166.0,9172.0,-0.014499795,0.31986827,-0.011079346,0.18919988,-0.012406175,0.37077713,228.0,8279.0,-18.0,18036.0,268.0,12297.0,288.0,9294.0,0.33436808,0.20027922,0.3831833,8051.0,18054.0,12029.0,9006.0,1,-9.733470682256046,-64.06654350624231,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4966_0,-0.01372644,0.31515586,-0.019941963,0.17958893,-0.009513696,0.37362808,-78.5,8132.5,-576.5,17834.5,118.0,12404.0,-11.0,9287.0,-0.009438933,0.31944337,-0.013425483,0.18610542,-0.01785021,0.36529157,-210.5,8000.5,-1201.5,17209.5,-477.0,11809.0,-421.5,8876.5,-0.02299431,0.305888,-0.029513687,0.17001721,-0.02754012,0.35560164,-132.5,8078.5,-1416.5,16994.5,-230.5,12055.5,-265.0,9033.0,0.3288823,0.1995309,0.38314176,8211.0,18411.0,12286.0,9298.0,1,-9.298236927100138,-67.48157889035107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4967_0,0.023541069,0.33725876,0.013292511,0.19333082,0.018746942,0.3924996,14.0,8298.0,848.5,19020.5,230.5,12857.5,-66.5,9426.5,0.037226222,0.35094392,0.029883342,0.20992166,0.02610046,0.3998531,91.5,8375.5,1364.0,19536.0,130.0,12757.0,-107.0,9386.0,0.033889186,0.34760687,0.021254592,0.2012929,0.026060827,0.39981347,82.0,8366.0,1340.0,19512.0,346.0,12973.0,-47.0,9446.0,0.3137177,0.18003832,0.37375265,8284.0,18172.0,12627.0,9493.0,1,-11.517794331102651,-57.97919981493478,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4968_0,0.009107225,0.3510735,0.01668791,0.21822952,0.010408925,0.39416933,-37.0,8224.0,375.5,18925.5,-182.0,12145.0,-6.0,9090.0,0.004711399,0.3466777,0.0075116185,0.20905322,0.0068695317,0.39062992,-50.5,8210.5,187.0,18737.0,-69.5,12257.5,-6.0,9090.0,0.0024962672,0.34446254,0.003293148,0.20483474,0.0050822343,0.38884264,-3.5,8257.5,215.0,18765.0,57.5,12384.5,53.5,9149.5,0.3419663,0.2015416,0.3837604,8261.0,18550.0,12327.0,9096.0,1,-6.389851363234775,-62.85812978604473,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4969_0,0.025869032,0.35369292,0.026451062,0.19485477,0.030679883,0.42507923,-92.5,8525.5,1289.5,21132.5,117.0,14240.0,44.5,10089.5,-0.016901784,0.3109221,-0.013967576,0.15443613,-0.0087203765,0.38567898,-43.0,8575.0,-501.0,19342.0,44.0,14167.0,122.0,10167.0,0.029125612,0.35694948,0.033374026,0.20177773,0.022813253,0.4172126,-167.0,8451.0,708.0,20551.0,-473.0,13650.0,-306.0,9739.0,0.32782388,0.1684037,0.39439934,8618.0,19843.0,14123.0,10045.0,1,-8.81745858703937,-67.56781715762655,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4970_0,-0.014589111,0.32173914,-0.015951494,0.19225985,-0.015299929,0.3644956,12.5,8035.0,-596.0,17252.0,-8.5,11688.0,-11.0,8853.0,0.0038484638,0.3401767,-0.0010654187,0.20714593,0.0024667832,0.3822623,146.0,8168.5,430.0,18278.0,308.5,12005.0,135.0,8999.0,-0.0027483604,0.33357987,-0.008889827,0.19932151,-0.00256602,0.3772295,130.5,8153.0,182.0,18030.0,340.5,12037.0,146.0,9010.0,0.33632824,0.20821135,0.37979552,8022.5,17848.0,11696.5,8864.0,1,-7.781251906807502,-63.34780144741828,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4971_0,0.018855328,0.3395302,0.021052238,0.21162745,0.025139263,0.3873652,100.5,8209.0,1271.0,18590.0,321.5,12096.0,257.5,9166.0,0.021786766,0.34246165,0.03308328,0.2236585,0.015476349,0.3777023,-48.5,8060.0,525.0,17844.0,-453.5,11321.0,-168.5,8740.0,-0.013163407,0.30751145,-0.0053418665,0.18523335,-0.01873824,0.3434877,-91.5,8017.0,-913.0,16406.0,-496.5,11278.0,-219.5,8689.0,0.32067487,0.19057521,0.36222595,8108.5,17319.0,11774.5,8908.5,1,-7.627909487808299,-67.41824766282065,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4972_0,0.001625036,0.32947892,-6.71035E-4,0.19128856,0.0023775022,0.39116025,-99.0,7900.0,-124.0,18051.0,-67.0,12254.0,-96.0,9104.0,0.011688448,0.33954233,0.013317167,0.20527677,0.010631932,0.3994147,-98.0,7901.0,235.0,18410.0,-182.0,12139.0,-123.0,9077.0,0.0061940057,0.33404788,0.0030607404,0.19502035,-0.0023461794,0.38643658,125.5,8124.5,183.5,18358.5,45.5,12366.5,-35.5,9164.5,0.3278539,0.1919596,0.38878277,7999.0,18175.0,12321.0,9200.0,1,-9.19151707134674,-58.18185974303214,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4973_0,0.0035492454,0.3571994,0.006074404,0.21902116,0.004719176,0.4041579,-21.5,8003.5,161.0,18861.0,-50.5,12083.5,4.0,8933.0,-0.0062524243,0.3473977,-0.00589886,0.2070479,-0.00547213,0.3939666,76.0,8101.0,-66.5,18633.5,107.0,12241.0,96.0,9025.0,0.0054289703,0.35907912,0.01129878,0.22424553,0.0076308274,0.40706956,35.0,8060.0,427.0,19127.0,-14.0,12120.0,91.0,9020.0,0.35365015,0.21294674,0.39943874,8025.0,18700.0,12134.0,8929.0,1,-7.632221401172073,-73.11590218387713,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4974_0,-0.0112002315,0.384967,-0.008297816,0.23316805,-0.006144637,0.45385733,-151.0,8081.0,-745.0,21512.0,-222.0,13377.0,-73.0,9553.0,-0.010259089,0.38590816,-0.00576142,0.23570444,-0.010461611,0.44954035,-58.5,8173.5,-733.5,21523.5,-286.5,13312.5,-89.0,9537.0,-0.006900129,0.38926712,-0.0066012368,0.23486462,-0.0038545642,0.4561474,-115.0,8117.0,-524.0,21733.0,-133.0,13466.0,-72.0,9554.0,0.39616725,0.24146587,0.46000198,8232.0,22257.0,13599.0,9626.0,1,-9.231402269961645,-58.34544295627031,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4975_0,0.008581434,0.32977524,0.0122211985,0.20862228,0.002864574,0.37955236,39.0,7956.0,204.0,17690.0,-162.0,11583.0,-68.0,8916.0,0.012214167,0.33340797,0.008414133,0.20481521,0.005838132,0.38252592,62.0,7979.0,379.0,17865.0,46.0,11791.0,-53.0,8931.0,0.0068518575,0.32804567,0.0044434513,0.20084453,0.0018902313,0.37857804,159.0,8076.0,430.0,17916.0,178.0,11923.0,81.0,9065.0,0.3211938,0.19640107,0.3766878,7917.0,17486.0,11745.0,8984.0,1,-8.199776997678788,-55.44702869205867,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4976_0,-0.011277391,0.35387155,-0.008639561,0.2012569,-0.0046070204,0.41528288,-137.5,8134.0,-557.5,19688.0,-130.0,13091.0,-19.0,9396.0,-0.013999707,0.35114923,-0.0071603353,0.20273612,-0.014702406,0.4051875,64.5,8336.0,-552.5,19693.0,-167.0,13054.0,42.0,9457.0,0.007086856,0.3722358,0.0080195805,0.21791604,0.0058499677,0.42573985,101.5,8373.0,542.5,20788.0,128.0,13349.0,95.0,9510.0,0.36514893,0.20989646,0.4198899,8271.5,20245.5,13221.0,9415.0,1,2.344737638844569,-61.17001570412732,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4977_0,0.016494663,0.37115195,0.020549137,0.24101909,0.00934799,0.42096618,76.5,8108.5,628.5,19898.5,-138.5,12169.5,-54.0,9126.0,0.0042601395,0.35891744,0.006232348,0.22670229,-0.0041688834,0.4074493,85.5,8117.5,11.0,19281.0,-153.5,12154.5,-84.0,9096.0,0.022513006,0.3771703,0.020992877,0.24146283,0.020200383,0.43181857,104.5,8136.5,1234.0,20504.0,220.0,12528.0,93.0,9273.0,0.3546573,0.22046995,0.4116182,8032.0,19270.0,12308.0,9180.0,1,-11.02947014265528,-54.83850991859611,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4978_0,0.009754835,0.36716315,0.0016729265,0.22539124,0.022769427,0.4311361,-242.0,7890.0,491.5,19849.5,267.5,12547.5,24.0,9188.0,0.01752097,0.37492928,0.0055816183,0.22929993,0.025788128,0.4341548,19.0,8151.0,1301.0,20659.0,672.0,12952.0,228.0,9392.0,0.015215517,0.37262383,0.0018938539,0.22561216,0.020883791,0.42925048,-87.0,8045.0,788.0,20146.0,449.0,12729.0,44.0,9208.0,0.35740831,0.22371832,0.40836668,8132.0,19358.0,12280.0,9164.0,1,-4.157627713726176,-55.593903241012214,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4979_0,0.010209315,0.38052684,2.1585019E-4,0.20947617,0.0011828399,0.4599357,31.5,8229.5,151.5,22246.5,92.5,14540.5,-170.5,9982.5,-0.11622003,0.25409752,-0.089084275,0.12017605,-0.11700317,0.34174967,3664.0,11862.0,2084.0,24179.0,4543.0,18991.0,4228.0,14381.0,-0.051749203,0.31856832,-0.048768602,0.16049172,-0.036538374,0.42221448,86.0,8284.0,-1704.0,20391.0,303.0,14751.0,385.0,10538.0,0.37031755,0.20926033,0.45875284,8198.0,22095.0,14448.0,10153.0,1,-3.3831002757583244,-51.85143193584187,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4980_0,0.012174577,0.3345568,0.022233764,0.20737174,0.006102992,0.3842991,-304.0,8086.0,-416.0,18180.0,-851.0,11935.0,-464.0,9065.0,0.024341816,0.34672403,0.034849577,0.21998756,0.013802105,0.3919982,-256.0,8134.0,26.5,18622.5,-879.5,11906.5,-495.5,9033.5,0.033042386,0.3554246,0.031614777,0.21675275,0.023431197,0.4016273,-43.0,8347.0,956.0,19552.0,-200.0,12586.0,-231.0,9298.0,0.3223822,0.18513797,0.3781961,8390.0,18596.0,12786.0,9529.0,1,-9.68765660276595,-61.99224368368192,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4981_0,0.00908288,0.35984808,0.016710564,0.2257567,0.012545733,0.41877565,54.5,8141.5,721.0,19873.5,23.5,12553.0,150.0,9355.5,0.012811829,0.36357704,0.015163017,0.22420916,0.0148867555,0.42111668,0.0,8087.0,700.5,19853.0,51.5,12581.0,60.5,9266.0,0.011719916,0.36248514,0.024109881,0.23315603,0.005799225,0.41202915,22.0,8109.0,321.5,19474.0,-419.5,12110.0,-93.5,9112.0,0.35076523,0.20904614,0.4062299,8087.0,19152.5,12529.5,9205.5,1,-9.475833858770567,-54.44585630790746,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4982_0,0.015024044,0.3489563,0.0046320967,0.210053,0.01755522,0.40662336,-53.5,7946.5,648.0,18837.5,307.5,12297.5,9.0,9091.5,0.014485683,0.3484179,0.011329553,0.21675046,0.0065020137,0.39557016,98.0,8098.0,508.0,18697.5,46.0,12036.0,-47.5,9035.0,0.0074959723,0.34142822,-0.0010992708,0.20432162,-3.6084052E-4,0.3887073,182.0,8182.0,398.0,18587.5,290.5,12280.5,43.0,9125.5,0.33393225,0.2054209,0.38906813,8000.0,18189.5,11990.0,9082.5,1,-6.431353529361097,-55.11689782514475,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4983_0,0.06201307,0.38625655,0.054078925,0.237242,0.046325963,0.44951063,-34.0,8155.5,2220.0,21474.5,-54.0,13239.0,-318.0,9507.5,0.05927617,0.38351965,0.05874902,0.2419121,0.03971227,0.44289693,-89.5,8100.0,1724.5,20979.0,-487.0,12806.0,-477.5,9348.0,0.044309482,0.36855295,0.042111322,0.2252744,0.022584455,0.42576912,-51.5,8138.0,951.5,20206.0,-517.0,12776.0,-502.5,9323.0,0.32424346,0.18316308,0.40318465,8189.5,19254.5,13293.0,9825.5,1,5.062860025533418,-56.31857418071143,"{""type"":""MultiPoint"",""coordinates"":[]}"
